M013	B03	reset	COMPILA	MUERTO-PRUEBA-CAUSAL	2916098586	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M014	B03	sustituir-causa	COMPILA	MUERTO-PRUEBA-CAUSAL	3646001210	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M015	B04	CONTROL-senal	COMPILA	MUERTO-PRUEBA-CAUSAL	3000818697	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M016	B04	senal-bootstrap	COMPILA	MUERTO-PRUEBA-CAUSAL	35365852041	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M017	B04	bootstrap-pidfd	COMPILA	MUERTO-PRUEBA-CAUSAL	2795253139	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M018	B04	pidfd-STOP	COMPILA	MUERTO-PRUEBA-CAUSAL	2873048214	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M019	B04	STOP-identidad	COMPILA	MUERTO-PRUEBA-CAUSAL	3946265606	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M020	B04	verde-prematuro	COMPILA	MUERTO-PRUEBA-CAUSAL	2876965455	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M021	B05	parcial	COMPILA	MUERTO-PRUEBA-CAUSAL	35406355049	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M022	B05	EOF	COMPILA	MUERTO-PRUEBA-CAUSAL	2821092587	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M023	B05	framing	COMPILA	MUERTO-PRUEBA-CAUSAL	3120359126	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M024	B05	EINTR	COMPILA	MUERTO-PRUEBA-CAUSAL	3705133171	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M025	B05	presupuesto	COMPILA	MUERTO-PRUEBA-CAUSAL	2898956816	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M026	B06	reiniciar-bootstrap	COMPILA	MUERTO-PRUEBA-CAUSAL	35531850869	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M027	B06	menos-de-1s	COMPILA	MUERTO-PRUEBA-CAUSAL	2777468333	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M028	B06	reserva-exclusiva	COMPILA	MUERTO-PRUEBA-CAUSAL	3194146432	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M029	B06	plazo-STOP	COMPILA	MUERTO-PRUEBA-CAUSAL	3202052323	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M030	B07	omitir-primario	COMPILA	MUERTO-PRUEBA-CAUSAL	2642928312	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M031	B07	poll-adverso	COMPILA	MUERTO-PRUEBA-CAUSAL	34514102306	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M032	B07	cuarta-referencia	COMPILA	MUERTO-PRUEBA-CAUSAL	2266285100	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M033	B08	dup	COMPILA	MUERTO-AST-CAUSAL	2085942134	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=c603e1a44fd509a546a8f021c1fb19a52018c2a0861376f7703bc11913b76981
M034	B08	pidfd_open	COMPILA	MUERTO-AST-CAUSAL	1979300455	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=bcc66edf01a7660e827c325545065f3f9f2250808c4f0cb6f79f71328964fa97
M035	B08	os-NewFile	COMPILA	MUERTO-AST-CAUSAL	2318853644	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=6731bcc5071869583b9252533b0c0a6e320c53adc40459c8de321b08ac40281f
M036	B08	reabrir	COMPILA	MUERTO-AST-CAUSAL	34157555700	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=7dbe9d25e8b1cf0ca016b065efa805c539fbaf6d34a52aa58cdd838acd37715a
M037	B09	PID-recibido	COMPILA	MUERTO-PRUEBA-CAUSAL	2615883223	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M038	B09	PID-Bash	COMPILA	MUERTO-PRUEBA-CAUSAL	2578173549	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M039	B09	signo-o-cero	COMPILA	MUERTO-PRUEBA-CAUSAL	2851908109	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M040	B09	separador	COMPILA	MUERTO-PRUEBA-CAUSAL	2422802701	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M041	B10	alterar	COMPILA	MUERTO-PRUEBA-CAUSAL	33944227144	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M042	B10	truncar	COMPILA	MUERTO-PRUEBA-CAUSAL	2801291616	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M043	B10	normalizar	COMPILA	MUERTO-PRUEBA-CAUSAL	2863658353	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M044	B10	registrar	COMPILA	MUERTO-PRUEBA-CAUSAL	2519093737	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M045	B10	exponer	COMPILA	MUERTO-PRUEBA-CAUSAL	2550547207	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=2ecf6c2ce27f42971d2c8fca0cd4b52157f883b417b2d3eb9cd60889a7a3a71f
M046	B11	omitir-LF	COMPILA	MUERTO-PRUEBA-CAUSAL	34152454990	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M047	B11	duplicar-trama	COMPILA	MUERTO-PRUEBA-CAUSAL	2626568798	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M048	B11	bytes-extra	COMPILA	MUERTO-PRUEBA-CAUSAL	2651218792	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M049	B11	reiniciar-escritura	COMPILA	MUERTO-PRUEBA-CAUSAL	2698616432	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M050	B12	Write-cero	COMPILA	MUERTO-PRUEBA-CAUSAL	2602291455	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M051	B12	Write-corto	COMPILA	MUERTO-PRUEBA-CAUSAL	31302206163	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M052	B12	noveno-EINTR	COMPILA	MUERTO-PRUEBA-CAUSAL	2513384505	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M053	B12	EPIPE	COMPILA	MUERTO-PRUEBA-CAUSAL	2402276780	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M054	B12	cierre-fallido	COMPILA	MUERTO-PRUEBA-CAUSAL	2360089112	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M055	B13	omitir	COMPILA	MUERTO-PRUEBA-CAUSAL	2909176543	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M056	B13	anticipar	COMPILA	MUERTO-PRUEBA-CAUSAL	32020058333	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M057	B13	duplicar	COMPILA	MUERTO-PRUEBA-CAUSAL	2574871472	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M058	B13	retrasar	COMPILA	MUERTO-PRUEBA-CAUSAL	2363040574	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M059	B13	reintentar-exito	COMPILA	MUERTO-PRUEBA-CAUSAL	2527258117	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M060	B13	reintentar-EINTR	COMPILA	MUERTO-PRUEBA-CAUSAL	1982717656	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M061	B13	reintentar-EBADF	COMPILA	MUERTO-PRUEBA-CAUSAL	31840180355	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M062	B13	reintentar-otro	COMPILA	MUERTO-PRUEBA-CAUSAL	2525288579	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M063	B14	STOP-desde-Go	COMPILA	MUERTO-AST-CAUSAL	2263907990	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=49464e5c3230498c628024edcb1945ddb47bb7c1cd605d9b08c82747b25ed3db
M064	B14	PID	COMPILA	MUERTO-AST-CAUSAL	2196767034	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=d871df826404bf3c4fa457865f764c6d77a338de825803843b184e553bb3ab63
M065	B14	PGID	COMPILA	MUERTO-AST-CAUSAL	2791520453	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=0ed75b76f4c159de3d27af8e30974cf8378b5e1cf76f687275842cfc7c40824f
M066	B15	omitir-flag	COMPILA	MUERTO-AST-CAUSAL	31608404849	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=5be70048a735c018344bc5ca26502dd9fd7d19424d54761b308ec27f0432d758
M067	B15	senal-no-cero	COMPILA	MUERTO-AST-CAUSAL	2407918392	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=e8862cb271fe298185db49597886f44e5e1ac83cdf4e15af610738e9a6ad0767
M068	B15	promover-reserva	COMPILA	MUERTO-AST-CAUSAL	2216884941	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=2ef0afab1180e3516a2013626870636887744c21914a43330c3d204ce9240bbb
M069	B16	unico-T	COMPILA	MUERTO-PRUEBA-CAUSAL	2307608770	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M070	B16	estado-distinto	COMPILA	MUERTO-PRUEBA-CAUSAL	3047462709	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M071	B16	sin-estabilidad	COMPILA	MUERTO-PRUEBA-CAUSAL	22607175337	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M072	B17	split-espacios	COMPILA	MUERTO-PRUEBA-CAUSAL	1430518284	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M073	B17	primer-parentesis	COMPILA	MUERTO-PRUEBA-CAUSAL	1823693920	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M074	B17	sin-limite	COMPILA	MUERTO-PRUEBA-CAUSAL	1578862381	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M075	B17	signo	COMPILA	MUERTO-PRUEBA-CAUSAL	2054420302	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M076	B17	desbordamiento	COMPILA	MUERTO-PRUEBA-CAUSAL	22852438986	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M077	B18	PID	COMPILA	MUERTO-PRUEBA-CAUSAL	1370713902	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M078	B18	PPID	COMPILA	MUERTO-PRUEBA-CAUSAL	1718695249	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M079	B18	PGID	COMPILA	MUERTO-PRUEBA-CAUSAL	1636607628	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M080	B18	SID	COMPILA	MUERTO-PRUEBA-CAUSAL	2070385384	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
M081	B18	starttime	COMPILA	MUERTO-PRUEBA-CAUSAL	22936158325	compila_sha=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	prueba_sha=ebca40ad83f92cac30e05ab2bdf189f553e42bd9d4f79d9e669a416505c43587
