base_sha	id	compilo	oraculo	estado	clasificacion
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M059	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M060	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M061	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M062	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M063	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M064	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M065	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M066	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M067	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M068	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M069	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M070	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M071	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M072	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M073	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M074	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M075	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M076	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M077	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M078	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M079	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M080	si	autoprueba	65	muerto
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M081	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M082	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M083	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M084	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M085	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M086	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M087	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M088	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M089	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M090	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M091	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M092	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M093	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M094	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M095	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M096	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M097	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M098	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M099	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M100	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M101	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M102	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M103	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M104	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M105	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M106	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M107	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M108	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M109	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M110	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M111	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M112	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M113	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M114	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M115	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M116	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M117	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M118	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M119	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M120	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M121	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M122	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M123	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M124	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M125	si	autoprueba	65	muerto
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M126	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M127	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M128	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M129	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M130	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M131	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M132	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M133	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M134	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M135	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M136	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M137	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M138	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M139	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M140	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M141	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M142	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M143	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M144	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M145	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M146	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M147	si	autoprueba	65	muerto
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M148	si	autoprueba	65	muerto
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M149	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M150	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M151	si	autoprueba	65	muerto
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M152	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M153	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M154	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M155	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M156	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M157	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M158	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M159	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M160	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M161	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M162	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M163	si	autoprueba	65	muerto
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M164	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M165	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M166	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M167	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M168	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M169	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M170	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M171	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M172	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M173	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M174	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M175	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M176	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M177	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M178	si	autoprueba	65	muerto
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M179	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M180	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M181	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M182	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M183	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M184	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M185	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M186	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M187	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M188	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M189	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M190	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M191	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M192	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M193	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M194	si	ast_tipado	1	muerto_ast
5d99728165117297fef0f90d4418ff6593434701def1c374ca8f942b9e2ed30f	M195	si	ast_tipado	1	muerto_ast
