base_sha	id	compilo	oraculo	estado	clasificacion
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M119	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M120	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M121	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M122	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M123	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M124	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M125	si	autoprueba	65	muerto
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M126	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M127	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M128	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M129	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M130	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M131	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M132	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M133	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M134	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M135	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M136	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M137	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M138	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M139	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M140	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M141	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M142	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M143	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M144	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M145	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M146	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M147	si	autoprueba	65	muerto
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M148	si	autoprueba	65	muerto
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M149	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M150	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M151	si	autoprueba	65	muerto
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M152	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M153	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M154	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M155	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M156	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M157	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M158	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M159	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M160	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M161	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M162	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M163	si	autoprueba	65	muerto
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M164	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M165	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M166	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M167	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M168	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M169	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M170	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M171	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M172	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M173	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M174	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M175	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M176	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M177	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M178	si	autoprueba	65	muerto
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M179	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M180	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M181	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M182	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M183	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M184	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M185	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M186	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M187	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M188	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M189	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M190	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M191	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M192	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M193	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M194	si	ast_tipado	1	muerto_ast
96433734ac00981b9d49733a089baedd68a7d7e4fda07f1909f0eeac721edf1d	M195	si	ast_tipado	1	muerto_ast
