id	familia	alternativa	compilacion	muerte_causal	duracion_ns	salida_sha256
C052	C08	omitir-consolidar	COMPILA	MUERTO-PRUEBA-CAUSAL	3218882947	c90557413f531a84e1590f6db673d2cd076702c6d0fe7aeff1a9f9eced5fb8fb
C053	C09	deadline-antes	COMPILA	MUERTO-PRUEBA-CAUSAL	5220742383	bf869da4b7f0d4e7d003bc47f5cc1dfd7d6a85ec08c32343b81dba4f49880543
C054	C09	deadline-despues	COMPILA	MUERTO-PRUEBA-CAUSAL	3216922814	1009c50f39a7af8e886e3a9414bcf00f08904124ec424dd0b2a905f6a830f589
C055	C09	deadline-doble	COMPILA	MUERTO-PRUEBA-CAUSAL	5119320228	bf869da4b7f0d4e7d003bc47f5cc1dfd7d6a85ec08c32343b81dba4f49880543
C056	C09	179-segundos	COMPILA	MUERTO-PRUEBA-CAUSAL	4519234012	24a82d1c3087fa4932ed3a9407798f601c708d6aff502a8dc52639e455fc7595
C057	C09	181-segundos	COMPILA	MUERTO-PRUEBA-CAUSAL	4517627702	24a82d1c3087fa4932ed3a9407798f601c708d6aff502a8dc52639e455fc7595
C058	C09	aceptar-overflow	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	7555638103	293af35ca3f8f03ce94eb3bc2090821d287d427a0b54626c82bef1a5a844132e
C059	C10	insertar-syscall	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1625197032	5ea21e06f529a75ac2649666e65e9a1c43afd689a51d77a0fff9c62841ee3489
C060	C10	insertar-reloj	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1819701678	0e48312130aed5d0064f310ca5b0f6d412342c48d8c637745be583dded6f73a8
C061	C10	insertar-log	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1315633074	5ea21e06f529a75ac2649666e65e9a1c43afd689a51d77a0fff9c62841ee3489
C062	C10	insertar-asignacion	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1308705862	5ea21e06f529a75ac2649666e65e9a1c43afd689a51d77a0fff9c62841ee3489
C063	C10	insertar-IO	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1317617101	5ea21e06f529a75ac2649666e65e9a1c43afd689a51d77a0fff9c62841ee3489
C064	C11	senal-cero	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1215469479	24ee2f6c5ecd4f30b20188fc81e8c294458554bb0bc21fd9d84dbda3c6776116
C065	C11	senal-STOP	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1313313460	24ee2f6c5ecd4f30b20188fc81e8c294458554bb0bc21fd9d84dbda3c6776116
C066	C11	senal-TERM	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1208969678	24ee2f6c5ecd4f30b20188fc81e8c294458554bb0bc21fd9d84dbda3c6776116
C067	C11	senal-KILL	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1210619306	24ee2f6c5ecd4f30b20188fc81e8c294458554bb0bc21fd9d84dbda3c6776116
C068	C11	flag-cero	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1310459264	b11a649d1ae725e5b062a333cc61264bd902609bd837bcf1fc43f6a1d7408f5a
C069	C11	PID-numerico	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1207275276	b9cc69e4e4d7c27f341094b8eced1762335e1ad7f1dbb49048b56e85deb6cc96
C070	C11	PGID-numerico	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1009729110	312c8b218dac8bf63a28d55134f0367a63deaf0cedb2c8f47c73ccf4abef6c73
C071	C12	reintentar-CONT	COMPILA	MUERTO-PRUEBA-CAUSAL	5117505964	bf869da4b7f0d4e7d003bc47f5cc1dfd7d6a85ec08c32343b81dba4f49880543
C072	C12	EINTR-no-intento	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	11185409095	2c81045549ff57af7abc9c6366e327cfb0994fadb1420a76ec046a3c63d6dcb2
C073	C12	perder-raw	COMPILA	MUERTO-PRUEBA-CAUSAL	5020476004	8e80d5a2965a5fffa9568002d3f5685fcf3c25f50a546b0aa45c5876e5e12980
C074	C13	CONT-tras-bootstrap	COMPILA	MUERTO-PRUEBA-CAUSAL	3219120595	b3b0b58330ec6b3ebc63d50c3a92be44558c8351de2b751af50e0bf66e2ee74c
C075	C14	poll-bloqueante	COMPILA	MUERTO-PRUEBA-CAUSAL	4333931163	822e96afdcaf16ef3425791ea9981c6dbbe213df18d628411a4bb2a4956cba68
C076	C14	omitir-poll	COMPILA	MUERTO-PRUEBA-CAUSAL	4316522664	8929faaf19a780a426e0117cd761d44abc2e3212c72e78d35afb7860f28c99dc
C077	C14	confundir-vacio	COMPILA	MUERTO-PRUEBA-CAUSAL	4215452668	542e0c413b17135242c6a7b062f2f166618df2e18e58a3de85c9e17bdb453f93
C078	C14	confundir-POLLIN	COMPILA	MUERTO-PRUEBA-CAUSAL	4724434110	56bfbbf6b78948dca5b94053a5d7f24ab72a3142658d6b2eae77d3abb5885e38
C079	C14	confundir-infra	COMPILA	MUERTO-PRUEBA-CAUSAL	5544742317	586cf0f2bddee775b3b1130a23681be7e2e59da22d0d85e743160cf90f682f78
C080	C14	variante-fuera-union	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	11432150509	3f6a3335852661d30541946f7285e87a7c9823f26c6deff033acce0b59112a6e
C081	C15	senal-antes-CONTROL	COMPILA	MUERTO-PRUEBA-CAUSAL	5226609552	aaa4b946f735a5cd2aa4de276491a3ff1c3a6da4241cdf6050a5de1982409291
C082	C15	pidfd-antes-senal	COMPILA	MUERTO-PRUEBA-CAUSAL	5332484452	a5582b7b6499ce589007d09859c77f902d43a1cd4ad40e98ed673ae1f7533016
C083	C15	consultar-pidfd-tras-raw	COMPILA	MUERTO-PRUEBA-CAUSAL	5120543043	a5582b7b6499ce589007d09859c77f902d43a1cd4ad40e98ed673ae1f7533016
C084	C15	combinar-discriminantes	COMPILA	MUERTO-PRUEBA-CAUSAL	4416534160	8929faaf19a780a426e0117cd761d44abc2e3212c72e78d35afb7860f28c99dc
C085	C16	omitir-discriminante	COMPILA	MUERTO-PRUEBA-CAUSAL	3522312714	0576a1a1cca2bf81a65abf689193cec2bf4aad1f13dbfc1a300d1ab08581194a
C086	C16	sustituir-discriminante	COMPILA	MUERTO-PRUEBA-CAUSAL	4633966403	d3252a1c9466ef0e557c376b167610a15490fe0a82a7ed23414710184b4d7baf
C087	C16	segundo-CAS	COMPILA	MUERTO-PRUEBA-CAUSAL	5222061753	47a9b29c7bbb8ffbdb2a878037d10354c8e910ec8cca5366a331475bce3bf88d
C088	C16	fijar-causa	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6635528856	eb5532b69e22f0ab9bbdd9db3ed0d5bfb0fa46d927b62a18c65b3bc4fcc30449
C089	C17	lease-owner-primero	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6429409345	0d394e73c86d8461e081fd6e25d1aaed91e5e0ccfded1a75dea4bf9ea64f14f1
C090	C17	revertir-1-1	COMPILA	MUERTO-PRUEBA-CAUSAL	4418373341	83e07da2c50010264d2c74c1760a0a69acd117d8bea8312b3ee40d1f35757fd9
C091	C17	omitir-autoridad-conjunta	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6222383439	bb17f6ff63596f416e4b5e6067d61bb5560e4a7fb96340ad4d13154d6d837a67
C092	C17	omitir-prevalidacion	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6431033544	108aa7634eb3fb2110b6b51a1571c225d6de1fb7793f1e3c70b7c40ea2aa6269
C093	C17	omitir-C4T	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6840236290	e9f6e99d4208c9130b5cee37f0b5c65ca7b47c998e9a6a6ee3bffb643f3a34d0
C094	C17	retornar-parcial	COMPILA	MUERTO-PRUEBA-CAUSAL	5024493214	3a00515872478c6baebb6ca5404def79abf54abe1798a708e8b1b8315f70e87c
C095	C18	exponer-PID	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6830859630	055a7e8478b70d5d4bae3c2a3d978fc74fadc8d605c4e1a75a1304790078ab20
C096	C18	exponer-pidfd	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6334769586	055a7e8478b70d5d4bae3c2a3d978fc74fadc8d605c4e1a75a1304790078ab20
C097	C18	omitir-autoridad	COMPILA	MUERTO-PRUEBA-CAUSAL	4312778901	20f570bceaa07e5665b2e5fd16fd2317bac692f1e404f5839b9265bbabb3d6df
C098	C18	omitir-recurso	COMPILA	MUERTO-PRUEBA-CAUSAL	4318170657	83e07da2c50010264d2c74c1760a0a69acd117d8bea8312b3ee40d1f35757fd9
C099	C18	omitir-plazo	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	10765343014	f77f930f13266ffe54a619b9eebd69ac610d142f244ce268fcb329d900027f43
C100	C18	omitir-raw-CONT	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6327586918	f77f930f13266ffe54a619b9eebd69ac610d142f244ce268fcb329d900027f43
C101	C18	omitir-union	COMPILA	MUERTO-PRUEBA-CAUSAL	4419118930	20f570bceaa07e5665b2e5fd16fd2317bac692f1e404f5839b9265bbabb3d6df
C102	C18	mezclar-raw-observacion	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6223173623	f77f930f13266ffe54a619b9eebd69ac610d142f244ce268fcb329d900027f43
C103	C18	incluir-ticket	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6331465644	055a7e8478b70d5d4bae3c2a3d978fc74fadc8d605c4e1a75a1304790078ab20
C104	C19	CONT-en-retirada	COMPILA	MUERTO-PRUEBA-CAUSAL	5121026960	347b51e755259009706ce57feb0ddd2ad8877be8d56a870f738cf59211bfc8fb
C105	C19	flag-grupo-retirada	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6222938709	742b9d553dbe063adf58d37b6dbfabf473d8ff799769cace355ab5125651c391
C106	C19	Wait-antes-terminalidad	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1110863984	52e3dca1b6467fc1f39782296bfca7d72373d67a138faa887acbf17211907ec9
C107	C19	omitir-ECHILD	COMPILA	MUERTO-PRUEBA-CAUSAL	4639665331	2263181097ec2da443178b5d15c80e22e3272a859ebbd58df6dd1322549efd19
C108	C19	omitir-ESRCH	COMPILA	MUERTO-PRUEBA-CAUSAL	4723841500	814375cb6d3d0ecb9b04cc27b04c7ff04cd753e275b0983c3059fc209ecc924d
C109	C19	cerrar-TERMINAL-antes	COMPILA	MUERTO-PRUEBA-CAUSAL	4514924885	2263181097ec2da443178b5d15c80e22e3272a859ebbd58df6dd1322549efd19
C110	C19	cerrar-pidfd-antes-ESRCH	COMPILA	MUERTO-PRUEBA-CAUSAL	4516364078	2263181097ec2da443178b5d15c80e22e3272a859ebbd58df6dd1322549efd19
C111	C19	reiniciar-3s	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6426533501	f4591d5e4a2fc240963014d320ab4530c0f82205a67a00596675d299ee062bc0
C112	C20	cerrar-tras-CF	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1312725119	d6642da51d886b5cd47326ebd17c611ff0e69860c5ca3dac01fea980d9146143
C113	C20	loguear-tras-CF	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1208217600	d6642da51d886b5cd47326ebd17c611ff0e69860c5ca3dac01fea980d9146143
C114	C20	retornar-tras-CF	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1507993071	d6642da51d886b5cd47326ebd17c611ff0e69860c5ca3dac01fea980d9146143
C115	C20	retirar-post-CONT	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1107727575	fa665fcf2a4e736de31eb8ed04964f8950b344638cc652c2f9e86e4f7d696712
C116	C21	waitid	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1207186924	ba49c9d4d330210f250edcea1fdd5140ed9713a4c8f17a4e6bb00939c6adcdd3
C117	C21	segundo-Wait	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1416644884	52e3dca1b6467fc1f39782296bfca7d72373d67a138faa887acbf17211907ec9
C118	C21	Wait-fuera-C7	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1209305794	709788f73e7137547705d6bf1b652d61c2e82e4d65d41a615597198965d3928d
C119	C21	CONT-extra	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1515758162	ba49c9d4d330210f250edcea1fdd5140ed9713a4c8f17a4e6bb00939c6adcdd3
C120	C21	TERM-funcional	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1914787019	ba49c9d4d330210f250edcea1fdd5140ed9713a4c8f17a4e6bb00939c6adcdd3
C121	C21	KILL-funcional	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	4533785718	ba49c9d4d330210f250edcea1fdd5140ed9713a4c8f17a4e6bb00939c6adcdd3
C122	C21	escribir-TERMINAL	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1209157843	825e5ff0f112b029ec0f0612577d411dc0ab044df6ffd46e1aaec45d20550e26
C123	C21	cerrar-fuera-C7	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1210970866	e738ac650425692da5dcaaeef5df450b01afc1646de6244f77ecac6df2d84124
C124	C21	fin-alternativo	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	1111137414	18ad6a6bc56abac4551cbbb437d2f6774aa2e9fc5fad6be05a5eb4813689422a
C125	C22	falsear-inventario	COMPILA	MUERTO-META-CONDUCTOR-CAUSAL	3146023	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
C126	C22	aceptar-residuos	COMPILA	MUERTO-META-CONDUCTOR-CAUSAL	3116039	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
C127	C22	aceptar-SKIP	COMPILA	MUERTO-META-CONDUCTOR-CAUSAL	2706054	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
C128	C22	aceptar-reintento	COMPILA	MUERTO-META-CONDUCTOR-CAUSAL	3877693	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
C129	C22	reutilizar-evidencia	COMPILA	MUERTO-META-CONDUCTOR-CAUSAL	3006585	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
C130	C23	segundo-owner	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6329684854	055a7e8478b70d5d4bae3c2a3d978fc74fadc8d605c4e1a75a1304790078ab20
C131	C23	ciclo	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6225185901	e52bb695fdfcf0018e06f6e2d931a744859431fc792db6457a9fd5e5e099dfc0
C132	C23	hook	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5119516502	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C133	C23	callback	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5423934898	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C134	C23	goroutine	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5120589987	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C135	C23	global	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5124783955	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C136	C23	init	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5118208841	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C137	C24	limite-1024	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5018995824	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C138	C24	limite-4	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5120650078	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C139	C24	limite-4096	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5116615519	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C140	C24	limite-8	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5115400476	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C141	C24	plazo-180	COMPILA	MUERTO-PRUEBA-CAUSAL	5047285592	24a82d1c3087fa4932ed3a9407798f601c708d6aff502a8dc52639e455fc7595
C142	C24	retirada-3	COMPILA	MUERTO-AST-TIPOS-DAG-CAUSAL	6327310438	d3b5984c0942234359616bf0088269be5e91bc3860ce6443b40168e46300c804
C143	C24	minimo-FD	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5113588382	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
C144	C24	parada-650	COMPILA	MUERTO-META-EVIDENCIA-NUEVA-CAUSAL	5016287226	c26de83abdc9496cd1301470918ec39ecca1cf389ef0ae1c6504da1800d1c431
